測鎢,潠備,�梪�,彶攫歎(啋),
600876.SH,醫栠產薛,19951031,10.5257,
600876.SH,醫栠產薛,19951101,9.1802,
600876.SH,醫栠產薛,19951102,9.3834,
600876.SH,醫栠產薛,19951103,9.3904,
600876.SH,醫栠產薛,19951106,9.2012,
600876.SH,醫栠產薛,19951107,8.8648,
600876.SH,醫栠產薛,19951108,8.3042,
600876.SH,醫栠產薛,19951109,8.1641,
600876.SH,醫栠產薛,19951110,8.2692,
600876.SH,醫栠產薛,19951113,7.7296,
600876.SH,醫栠產薛,19951114,7.9048,
600876.SH,醫栠產薛,19951115,7.6945,
600876.SH,醫栠產薛,19951116,7.4843,
600876.SH,醫栠產薛,19951117,7.3582,
600876.SH,醫栠產薛,19951120,7.2811,
600876.SH,醫栠產薛,19951121,7.4072,
600876.SH,醫栠產薛,19951122,7.3231,
600876.SH,醫栠產薛,19951123,7.5614,
600876.SH,醫栠產薛,19951124,7.4282,
600876.SH,醫栠產薛,19951127,7.2741,
600876.SH,醫栠產薛,19951128,7.2741,
600876.SH,醫栠產薛,19951129,7.0078,
600876.SH,醫栠產薛,19951130,6.9377,
600876.SH,醫栠產薛,19951201,6.6574,
600876.SH,醫栠產薛,19951204,6.5873,
600876.SH,醫栠產薛,19951205,6.6924,
600876.SH,醫栠產薛,19951206,6.335,
600876.SH,醫栠產薛,19951207,6.328,
600876.SH,醫栠產薛,19951208,6.335,
600876.SH,醫栠產薛,19951211,5.9566,
600876.SH,醫栠產薛,19951212,5.8725,
600876.SH,醫栠產薛,19951213,5.6763,
600876.SH,醫栠產薛,19951214,5.6413,
600876.SH,醫栠產薛,19951215,5.3399,
600876.SH,醫栠產薛,19951218,5.2348,
600876.SH,醫栠產薛,19951219,5.2839,
600876.SH,醫栠產薛,19951220,5.396,
600876.SH,醫栠產薛,19951221,5.3539,
600876.SH,醫栠產薛,19951222,5.2628,
600876.SH,醫栠產薛,19951225,5.1157,
600876.SH,醫栠產薛,19951226,5.0316,
600876.SH,醫栠產薛,19951227,5.0876,
600876.SH,醫栠產薛,19951228,4.8354,
600876.SH,醫栠產薛,19951229,4.8704,
600876.SH,醫栠產薛,19960102,4.6952,
600876.SH,醫栠產薛,19960103,4.7583,
