����,���,����,���̼�(Ԫ),
300254.SZ,ǪԴҽҩ,20110819,11.3404,
300254.SZ,ǪԴҽҩ,20110822,11.6641,
300254.SZ,ǪԴҽҩ,20110823,12.8305,
300254.SZ,ǪԴҽҩ,20110824,13.5856,
300254.SZ,ǪԴҽҩ,20110825,14.9475,
300254.SZ,ǪԴҽҩ,20110826,15.6083,
300254.SZ,ǪԴҽҩ,20110829,15.5746,
300254.SZ,ǪԴҽҩ,20110830,14.6239,
300254.SZ,ǪԴҽҩ,20110831,14.9678,
300254.SZ,ǪԴҽҩ,20110901,14.125,
300254.SZ,ǪԴҽҩ,20110902,14.4621,
300254.SZ,ǪԴҽҩ,20110905,15.0891,
300254.SZ,ǪԴҽҩ,20110906,13.5789,
300254.SZ,ǪԴҽҩ,20110907,14.098,
300254.SZ,ǪԴҽҩ,20110908,13.9092,
300254.SZ,ǪԴҽҩ,20110909,13.5856,
300254.SZ,ǪԴҽҩ,20110913,12.2574,
300254.SZ,ǪԴҽҩ,20110914,12.6282,
300254.SZ,ǪԴҽҩ,20110915,12.7091,
300254.SZ,ǪԴҽҩ,20110916,12.0821,
300254.SZ,ǪԴҽҩ,20110919,11.1045,
300254.SZ,ǪԴҽҩ,20110920,11.3944,
300254.SZ,ǪԴҽҩ,20110921,11.7787,
300254.SZ,ǪԴҽҩ,20110922,10.9966,
300254.SZ,ǪԴҽҩ,20110923,10.9561,
300254.SZ,ǪԴҽҩ,20110926,10.8213,
300254.SZ,ǪԴҽҩ,20110927,10.9764,
300254.SZ,ǪԴҽҩ,20110928,10.5179,
300254.SZ,ǪԴҽҩ,20110929,9.992,
300254.SZ,ǪԴҽҩ,20110930,10.1605,
300254.SZ,ǪԴҽҩ,20111010,10.2886,
300254.SZ,ǪԴҽҩ,20111011,10.2752,
300254.SZ,ǪԴҽҩ,20111012,10.7808,
300254.SZ,ǪԴҽҩ,20111013,10.9426,
300254.SZ,ǪԴҽҩ,20111014,10.7269,
300254.SZ,ǪԴҽҩ,20111017,11.3741,
300254.SZ,ǪԴҽҩ,20111018,10.6932,
300254.SZ,ǪԴҽҩ,20111019,10.7202,
300254.SZ,ǪԴҽҩ,20111020,10.201,
300254.SZ,ǪԴҽҩ,20111021,9.6549,
300254.SZ,ǪԴҽҩ,20111024,9.9515,
300254.SZ,ǪԴҽҩ,20111025,10.2347,
300254.SZ,ǪԴҽҩ,20111026,10.3561,
300254.SZ,ǪԴҽҩ,20111027,10.2819,
300254.SZ,ǪԴҽҩ,20111028,10.5111,
300254.SZ,ǪԴҽҩ,20111031,10.6527,
300254.SZ,ǪԴҽҩ,20111101,11.0033,
300254.SZ,ǪԴҽҩ,20111102,11.2932,
300254.SZ,ǪԴҽҩ,20111103,11.0842,
300254.SZ,ǪԴҽҩ,20111104,10.9224,
300254.SZ,ǪԴҽҩ,20111107,10.9022,
300254.SZ,ǪԴҽҩ,20111108,10.5111,
300254.SZ,ǪԴҽҩ,20111109,10.8145,
300254.SZ,ǪԴҽҩ,20111110,11.2258,
300254.SZ,ǪԴҽҩ,20111111,11.5292,
300254.SZ,ǪԴҽҩ,20111114,11.8663,
300254.SZ,ǪԴҽҩ,20111115,11.6371,
300254.SZ,ǪԴҽҩ,20111116,11.0505,
300254.SZ,ǪԴҽҩ,20111117,11.3337,
300254.SZ,ǪԴҽҩ,20111118,10.7606,
300254.SZ,ǪԴҽҩ,20111121,10.2145,
300254.SZ,ǪԴҽҩ,20111122,10.1403,
300254.SZ,ǪԴҽҩ,20111123,10.0931,
300254.SZ,ǪԴҽҩ,20111124,10.1134,
300254.SZ,ǪԴҽҩ,20111125,9.9515,
300254.SZ,ǪԴҽҩ,20111128,9.9987,
300254.SZ,ǪԴҽҩ,20111129,10.2482,
300254.SZ,ǪԴҽҩ,20111130,9.4728,
300254.SZ,ǪԴҽҩ,20111201,9.8369,
300254.SZ,ǪԴҽҩ,20111202,9.5065,
300254.SZ,ǪԴҽҩ,20111205,8.7514,
300254.SZ,ǪԴҽҩ,20111206,8.9335,
300254.SZ,ǪԴҽҩ,20111207,8.9941,
300254.SZ,ǪԴҽҩ,20111208,9.0211,
300254.SZ,ǪԴҽҩ,20111209,8.9537,
300254.SZ,ǪԴҽҩ,20111212,8.866,
300254.SZ,ǪԴҽҩ,20111213,8.4952,
300254.SZ,ǪԴҽҩ,20111214,8.3469,
300254.SZ,ǪԴҽҩ,20111215,8.0907,
300254.SZ,ǪԴҽҩ,20111216,8.3604,
300254.SZ,ǪԴҽҩ,20111219,8.502,
300254.SZ,ǪԴҽҩ,20111220,8.3739,
300254.SZ,ǪԴҽҩ,20111221,8.0907,
300254.SZ,ǪԴҽҩ,20111222,7.7805,
300254.SZ,ǪԴҽҩ,20111223,7.8614,
300254.SZ,ǪԴҽҩ,20111226,7.8075,
300254.SZ,ǪԴҽҩ,20111227,7.3827,
300254.SZ,ǪԴҽҩ,20111228,7.2142,
300254.SZ,ǪԴҽҩ,20111229,7.2007,
300254.SZ,ǪԴҽҩ,20111230,7.349,
300254.SZ,ǪԴҽҩ,20120104,7.0389,
300254.SZ,ǪԴҽҩ,20120105,6.6681,
300254.SZ,ǪԴҽҩ,20120106,6.8703,
300254.SZ,ǪԴҽҩ,20120109,7.2277,
300254.SZ,ǪԴҽҩ,20120110,7.5378,
300254.SZ,ǪԴҽҩ,20120111,7.5243,
300254.SZ,ǪԴҽҩ,20120112,7.4502,
300254.SZ,ǪԴҽҩ,20120113,6.9175,
300254.SZ,ǪԴҽҩ,20120116,6.6478,
300254.SZ,ǪԴҽҩ,20120117,7.0456,
300254.SZ,ǪԴҽҩ,20120118,6.7692,
300254.SZ,ǪԴҽҩ,20120119,7.0119,
300254.SZ,ǪԴҽҩ,20120120,7.2816,
300254.SZ,ǪԴҽҩ,20120130,7.1468,
300254.SZ,ǪԴҽҩ,20120131,6.9445,
300254.SZ,ǪԴҽҩ,20120201,6.9108,
300254.SZ,ǪԴҽҩ,20120202,7.0254,
300254.SZ,ǪԴҽҩ,20120203,7.3153,
300254.SZ,ǪԴҽҩ,20120206,7.349,
300254.SZ,ǪԴҽҩ,20120207,7.1333,
300254.SZ,ǪԴҽҩ,20120208,7.403,
300254.SZ,ǪԴҽҩ,20120209,7.5108,
300254.SZ,ǪԴҽҩ,20120210,7.5041,
300254.SZ,ǪԴҽҩ,20120213,7.6659,
300254.SZ,ǪԴҽҩ,20120214,7.585,
300254.SZ,ǪԴҽҩ,20120215,7.7131,
300254.SZ,ǪԴҽҩ,20120216,7.7199,
300254.SZ,ǪԴҽҩ,20120217,7.585,
300254.SZ,ǪԴҽҩ,20120220,7.558,
300254.SZ,ǪԴҽҩ,20120221,7.7131,
300254.SZ,ǪԴҽҩ,20120222,8.4817,
300254.SZ,ǪԴҽҩ,20120223,8.4143,
300254.SZ,ǪԴҽҩ,20120224,8.3806,
300254.SZ,ǪԴҽҩ,20120227,8.3132,
300254.SZ,ǪԴҽҩ,20120228,8.2255,
300254.SZ,ǪԴҽҩ,20120229,8.2255,
300254.SZ,ǪԴҽҩ,20120301,8.3536,
300254.SZ,ǪԴҽҩ,20120302,8.4885,
300254.SZ,ǪԴҽҩ,20120305,8.7447,
300254.SZ,ǪԴҽҩ,20120306,8.1918,
300254.SZ,ǪԴҽҩ,20120307,8.0705,
300254.SZ,ǪԴҽҩ,20120308,8.1514,
300254.SZ,ǪԴҽҩ,20120309,8.3941,
300254.SZ,ǪԴҽҩ,20120312,8.3941,
300254.SZ,ǪԴҽҩ,20120313,8.4413,
300254.SZ,ǪԴҽҩ,20120314,8.3334,
300254.SZ,ǪԴҽҩ,20120315,7.9895,
300254.SZ,ǪԴҽҩ,20120316,8.1176,
300254.SZ,ǪԴҽҩ,20120319,8.3469,
300254.SZ,ǪԴҽҩ,20120320,8.0098,
300254.SZ,ǪԴҽҩ,20120321,7.8817,
300254.SZ,ǪԴҽҩ,20120322,7.8884,
300254.SZ,ǪԴҽҩ,20120323,7.6052,
300254.SZ,ǪԴҽҩ,20120326,7.4097,
300254.SZ,ǪԴҽҩ,20120327,7.4097,
300254.SZ,ǪԴҽҩ,20120328,6.8501,
300254.SZ,ǪԴҽҩ,20120329,6.6883,
300254.SZ,ǪԴҽҩ,20120330,6.5467,
300254.SZ,ǪԴҽҩ,20120405,6.7827,
300254.SZ,ǪԴҽҩ,20120406,6.8636,
300254.SZ,ǪԴҽҩ,20120409,6.695,
300254.SZ,ǪԴҽҩ,20120410,6.8097,
300254.SZ,ǪԴҽҩ,20120411,6.7759,
300254.SZ,ǪԴҽҩ,20120412,7.0052,
300254.SZ,ǪԴҽҩ,20120413,7.1603,
300254.SZ,ǪԴҽҩ,20120416,7.0254,
300254.SZ,ǪԴҽҩ,20120417,6.9715,
300254.SZ,ǪԴҽҩ,20120418,7.1131,
300254.SZ,ǪԴҽҩ,20120419,7.2681,
300254.SZ,ǪԴҽҩ,20120420,7.2209,
300254.SZ,ǪԴҽҩ,20120423,6.6546,
300254.SZ,ǪԴҽҩ,20120424,6.54,
300254.SZ,ǪԴҽҩ,20120425,6.5737,
300254.SZ,ǪԴҽҩ,20120426,6.54,
300254.SZ,ǪԴҽҩ,20120427,6.5602,
300254.SZ,ǪԴҽҩ,20120502,6.6546,
300254.SZ,ǪԴҽҩ,20120503,6.7759,
300254.SZ,ǪԴҽҩ,20120504,6.8569,
300254.SZ,ǪԴҽҩ,20120507,6.904,
300254.SZ,ǪԴҽҩ,20120508,6.9647,
300254.SZ,ǪԴҽҩ,20120509,6.7625,
300254.SZ,ǪԴҽҩ,20120510,6.9782,
300254.SZ,ǪԴҽҩ,20120511,6.985,
300254.SZ,ǪԴҽҩ,20120514,7.0052,
300254.SZ,ǪԴҽҩ,20120515,6.9175,
300254.SZ,ǪԴҽҩ,20120516,6.749,
300254.SZ,ǪԴҽҩ,20120517,6.8366,
300254.SZ,ǪԴҽҩ,20120518,6.7287,
300254.SZ,ǪԴҽҩ,20120521,6.8973,
300254.SZ,ǪԴҽҩ,20120522,6.9782,
300254.SZ,ǪԴҽҩ,20120523,6.931,
300254.SZ,ǪԴҽҩ,20120524,6.985,
300254.SZ,ǪԴҽҩ,20120525,6.6928,
300254.SZ,ǪԴҽҩ,20120528,6.6452,
300254.SZ,ǪԴҽҩ,20120529,6.7268,
300254.SZ,ǪԴҽҩ,20120530,6.7811,
300254.SZ,ǪԴҽҩ,20120531,6.8491,
300254.SZ,ǪԴҽҩ,20120601,6.8287,
300254.SZ,ǪԴҽҩ,20120604,6.5365,
300254.SZ,ǪԴҽҩ,20120605,6.6248,
300254.SZ,ǪԴҽҩ,20120606,6.8355,
300254.SZ,ǪԴҽҩ,20120607,6.8626,
300254.SZ,ǪԴҽҩ,20120608,6.7335,
300254.SZ,ǪԴҽҩ,20120611,7.2024,
300254.SZ,ǪԴҽҩ,20120612,7.0869,
300254.SZ,ǪԴҽҩ,20120613,7.5081,
300254.SZ,ǪԴҽҩ,20120614,7.4742,
300254.SZ,ǪԴҽҩ,20120615,7.4878,
300254.SZ,ǪԴҽҩ,20120618,7.8139,
300254.SZ,ǪԴҽҩ,20120619,7.909,
300254.SZ,ǪԴҽҩ,20120620,7.5285,
300254.SZ,ǪԴҽҩ,20120621,7.5557,
