代码,简称,日期,收盘价(元),
603309.SH,维力医疗,20150302,10.951,
603309.SH,维力医疗,20150303,12.0471,
603309.SH,维力医疗,20150304,13.2518,
603309.SH,维力医疗,20150305,14.575,
603309.SH,维力医疗,20150306,16.0315,
603309.SH,维力医疗,20150309,17.6361,
603309.SH,维力医疗,20150310,19.3987,
603309.SH,维力医疗,20150311,21.3391,
603309.SH,维力医疗,20150312,20.7713,
603309.SH,维力医疗,20150313,21.2008,
603309.SH,维力医疗,20150316,21.4181,
603309.SH,维力医疗,20150317,21.818,
603309.SH,维力医疗,20150318,22.5882,
603309.SH,维力医疗,20150319,22.3266,
603309.SH,维力医疗,20150320,22.0748,
603309.SH,维力医疗,20150323,22.4154,
603309.SH,维力医疗,20150324,22.2426,
603309.SH,维力医疗,20150325,24.4693,
603309.SH,维力医疗,20150326,22.6475,
603309.SH,维力医疗,20150327,22.9092,
603309.SH,维力医疗,20150330,22.529,
603309.SH,维力医疗,20150331,22.5438,
603309.SH,维力医疗,20150401,22.8005,
603309.SH,维力医疗,20150402,23.2103,
603309.SH,维力医疗,20150403,24.0151,
603309.SH,维力医疗,20150407,25.1408,
603309.SH,维力医疗,20150408,24.4002,
603309.SH,维力医疗,20150409,23.9016,
603309.SH,维力医疗,20150410,25.5654,
603309.SH,维力医疗,20150413,28.123,
603309.SH,维力医疗,20150414,29.2882,
603309.SH,维力医疗,20150415,31.4803,
603309.SH,维力医疗,20150416,30.0041,
603309.SH,维力医疗,20150417,28.8586,
603309.SH,维力医疗,20150420,26.2023,
603309.SH,维力医疗,20150421,28.0292,
603309.SH,维力医疗,20150422,28.3995,
603309.SH,维力医疗,20150423,28.2563,
603309.SH,维力医疗,20150424,27.7971,
603309.SH,维力医疗,20150427,28.5723,
603309.SH,维力医疗,20150428,27.491,
603309.SH,维力医疗,20150429,28.2612,
603309.SH,维力医疗,20150430,28.8191,
603309.SH,维力医疗,20150504,28.1082,
603309.SH,维力医疗,20150505,28.5377,
603309.SH,维力医疗,20150506,29.93,
603309.SH,维力医疗,20150507,29.9745,
603309.SH,维力医疗,20150508,32.9714,
603309.SH,维力医疗,20150511,36.2695,
603309.SH,维力医疗,20150512,38.3037,
603309.SH,维力医疗,20150513,36.309,
603309.SH,维力医疗,20150514,37.0151,
603309.SH,维力医疗,20150515,35.6771,
603309.SH,维力医疗,20150518,39.2467,
603309.SH,维力医疗,20150519,38.279,
603309.SH,维力医疗,20150520,39.1233,
603309.SH,维力医疗,20150521,38.7925,
603309.SH,维力医疗,20150522,38.2494,
603309.SH,维力医疗,20150525,39.6812,
603309.SH,维力医疗,20150526,43.6508,
603309.SH,维力医疗,20150527,46.9588,
603309.SH,维力医疗,20150528,43.2015,
603309.SH,维力医疗,20150529,41.4389,
603309.SH,维力医疗,20150601,42.3918,
603309.SH,维力医疗,20150602,41.6759,
603309.SH,维力医疗,20150603,42.1449,
603309.SH,维力医疗,20150604,39.2714,
603309.SH,维力医疗,20150605,38.8468,
603309.SH,维力医疗,20150608,36.862,
603309.SH,维力医疗,20150609,37.9482,
603309.SH,维力医疗,20150610,39.2912,
603309.SH,维力医疗,20150611,39.5035,
603309.SH,维力医疗,20150612,38.7777,
603309.SH,维力医疗,20150615,34.9858,
603309.SH,维力医疗,20150616,33.9885,
603309.SH,维力医疗,20150617,35.5388,
603309.SH,维力医疗,20150618,32.9961,
603309.SH,维力医疗,20150619,31.2631,
603309.SH,维力医疗,20150623,34.2897,
603309.SH,维力医疗,20150624,34.7044,
603309.SH,维力医疗,20150625,31.9988,
603309.SH,维力医疗,20150626,28.7994,
603309.SH,维力医疗,20150629,25.9209,
603309.SH,维力医疗,20150630,27.723,
603309.SH,维力医疗,20150701,26.9528,
603309.SH,维力医疗,20150702,24.8199,
603309.SH,维力医疗,20150703,24.0447,
603309.SH,维力医疗,20150706,24.6915,
603309.SH,维力医疗,20150707,22.2229,
603309.SH,维力医疗,20150708,20.0011,
603309.SH,维力医疗,20150709,22.0007,
603309.SH,维力医疗,20150710,24.2027,
603309.SH,维力医疗,20150713,26.622,
603309.SH,维力医疗,20150714,29.2832,
603309.SH,维力医疗,20150715,26.3554,
603309.SH,维力医疗,20150716,27.7329,
603309.SH,维力医疗,20150717,30.0535,
603309.SH,维力医疗,20150720,29.5893,
603309.SH,维力医疗,20150721,30.7644,
603309.SH,维力医疗,20150722,30.404,
603309.SH,维力医疗,20150723,33.4454,
603309.SH,维力医疗,20150724,36.788,
603309.SH,维力医疗,20150727,35.0056,
603309.SH,维力医疗,20150728,36.5855,
603309.SH,维力医疗,20150729,39.2714,
603309.SH,维力医疗,20150730,37.8495,
603309.SH,维力医疗,20150731,37.6026,
