代码,简称,日期,收盘价(元),
601599.SH,鹿港文化,20110527,5.3288,
601599.SH,鹿港文化,20110530,4.7956,
601599.SH,鹿港文化,20110531,4.3481,
601599.SH,鹿港文化,20110601,4.4624,
601599.SH,鹿港文化,20110602,4.1577,
601599.SH,鹿港文化,20110603,4.1641,
601599.SH,鹿港文化,20110607,4.1894,
601599.SH,鹿港文化,20110608,4.4275,
601599.SH,鹿港文化,20110609,4.2212,
601599.SH,鹿港文化,20110610,4.6433,
601599.SH,鹿港文化,20110613,4.8083,
601599.SH,鹿港文化,20110614,4.7449,
601599.SH,鹿港文化,20110615,4.8464,
601599.SH,鹿港文化,20110616,4.6052,
601599.SH,鹿港文化,20110617,4.4751,
601599.SH,鹿港文化,20110620,4.5989,
601599.SH,鹿港文化,20110621,4.8242,
601599.SH,鹿港文化,20110622,4.7639,
601599.SH,鹿港文化,20110623,4.8242,
601599.SH,鹿港文化,20110624,4.8147,
601599.SH,鹿港文化,20110627,5.0146,
601599.SH,鹿港文化,20110628,4.8782,
601599.SH,鹿港文化,20110629,4.8782,
601599.SH,鹿港文化,20110630,4.8496,
601599.SH,鹿港文化,20110701,4.8496,
601599.SH,鹿港文化,20110704,4.9892,
601599.SH,鹿港文化,20110705,4.9067,
601599.SH,鹿港文化,20110706,5.0686,
601599.SH,鹿港文化,20110707,5.1448,
601599.SH,鹿港文化,20110708,5.2939,
601599.SH,鹿港文化,20110711,5.2432,
601599.SH,鹿港文化,20110712,4.9766,
601599.SH,鹿港文化,20110713,5.0781,
601599.SH,鹿港文化,20110714,5.3511,
601599.SH,鹿港文化,20110715,5.2622,
601599.SH,鹿港文化,20110718,5.3796,
601599.SH,鹿港文化,20110719,5.3003,
601599.SH,鹿港文化,20110720,5.2971,
601599.SH,鹿港文化,20110721,5.1035,
601599.SH,鹿港文化,20110722,5.0242,
601599.SH,鹿港文化,20110725,4.6782,
601599.SH,鹿港文化,20110726,4.7417,
601599.SH,鹿港文化,20110727,4.8083,
601599.SH,鹿港文化,20110728,4.729,
601599.SH,鹿港文化,20110729,4.529,
601599.SH,鹿港文化,20110801,4.6147,
601599.SH,鹿港文化,20110802,4.6243,
601599.SH,鹿港文化,20110803,4.7131,
601599.SH,鹿港文化,20110804,4.7544,
601599.SH,鹿港文化,20110805,4.5354,
601599.SH,鹿港文化,20110808,4.1641,
601599.SH,鹿港文化,20110809,4.0974,
601599.SH,鹿港文化,20110810,4.0942,
601599.SH,鹿港文化,20110811,4.1514,
601599.SH,鹿港文化,20110812,4.218,
601599.SH,鹿港文化,20110815,4.3354,
601599.SH,鹿港文化,20110816,4.2339,
601599.SH,鹿港文化,20110817,4.2466,
601599.SH,鹿港文化,20110818,4.5068,
601599.SH,鹿港文化,20110819,4.6211,
601599.SH,鹿港文化,20110822,4.6973,
601599.SH,鹿港文化,20110823,4.6973,
601599.SH,鹿港文化,20110824,4.5354,
601599.SH,鹿港文化,20110825,4.6084,
601599.SH,鹿港文化,20110826,4.6909,
601599.SH,鹿港文化,20110829,4.4529,
601599.SH,鹿港文化,20110830,4.3545,
601599.SH,鹿港文化,20110831,4.3323,
601599.SH,鹿港文化,20110901,4.3735,
601599.SH,鹿港文化,20110902,4.2339,
601599.SH,鹿港文化,20110905,4.0403,
601599.SH,鹿港文化,20110906,4.0022,
601599.SH,鹿港文化,20110907,4.1291,
601599.SH,鹿港文化,20110908,4.0212,
601599.SH,鹿港文化,20110909,4.1038,
601599.SH,鹿港文化,20110913,4.0308,
601599.SH,鹿港文化,20110914,4.1101,
601599.SH,鹿港文化,20110915,4.0942,
601599.SH,鹿港文化,20110916,4.0403,
601599.SH,鹿港文化,20110919,3.8879,
601599.SH,鹿港文化,20110920,3.8975,
601599.SH,鹿港文化,20110921,4.0657,
601599.SH,鹿港文化,20110922,3.9038,
601599.SH,鹿港文化,20110923,3.8689,
601599.SH,鹿港文化,20110926,3.8848,
601599.SH,鹿港文化,20110927,3.9038,
601599.SH,鹿港文化,20110928,3.8213,
601599.SH,鹿港文化,20110929,3.5547,
601599.SH,鹿港文化,20110930,3.561,
601599.SH,鹿港文化,20111010,3.5134,
601599.SH,鹿港文化,20111011,3.5356,
601599.SH,鹿港文化,20111012,3.6753,
601599.SH,鹿港文化,20111013,3.7197,
601599.SH,鹿港文化,20111014,3.6912,
601599.SH,鹿港文化,20111017,3.7546,
601599.SH,鹿港文化,20111018,3.5515,
601599.SH,鹿港文化,20111019,3.5864,
601599.SH,鹿港文化,20111020,3.4372,
601599.SH,鹿港文化,20111021,3.3547,
601599.SH,鹿港文化,20111024,3.4309,
